Time Diff between first and last (Mins),Unique Received From Addresses,total transactions (including tnx to create contract,total ether received, Total ERC20 tnxs, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 min val rec, ERC20 uniq sent token name, ERC20 most sent token type_hashed_2
9.1920409542941,1.3862943611198906,1.9459101490553132,1.9444084506418804,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
13.74403144118647,2.0794415416798357,3.258096538021482,3.100010152622261,1.6094379124341003,0.0009995003330835331,0.6931471805599453,0.0009995003330835331,0.6931471805599453,0.0009995003330835331
4.082271980987832,0.6931471805599453,1.3862943611198906,4.624972813284271,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
12.06419434274334,0.6931471805599453,1.3862943611198906,1.1300903321298028,1.3862943611198906,0.0009995003330835331,0.0009995003330835331,0.14134330006539653,0.0009995003330835331,0.0009995003330835331
12.760712703599085,2.6390573296152584,5.680172609017068,8.102935144478284,4.709530201312334,0.0009995003330835331,2.5649493574615367,0.0009995003330835331,2.995732273553991,0.0009995003330835331
13.155718982078062,0.6931471805599453,4.02535169073515,4.406256162008044,0.6931471805599453,0.0009995003330835331,0.0009995003330835331,0.0593805541674385,0.0009995003330835331,0.0009995003330835331
12.8964303140165,0.6931471805599453,3.8066624897703196,1.3163498539355756,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453,0.0009995003330835331,0.0009995003330835331,2.6651427000909336,0.0009995003330835331,0.6931471805599453
5.593223284089137,0.6931471805599453,2.0794415416798357,9.210440366976517,3.6635616461296463,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453
12.33175771108241,1.6094379124341003,5.0689042022202315,3.678483053336371,1.0986122886681098,0.0009995003330835331,0.0009995003330835331,0.37414436122006095,0.0009995003330835331,0.0009995003330835331
14.172191760883418,1.6094379124341003,5.147494476813453,3.2658515244633857,2.1972245773362196,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
12.331728960972281,1.0986122886681098,3.4657359027997265,3.325346082694344,0.6931471805599453,0.0009995003330835331,0.0009995003330835331,0.6833579217339818,0.0009995003330835331,0.0009995003330835331
12.62510539551228,1.0986122886681098,1.9459101490553132,4.40292974959372,1.0986122886681098,0.0009995003330835331,0.0009995003330835331,1.9570009891108042,0.0009995003330835331,0.0009995003330835331
12.466137537696955,1.0986122886681098,3.332204510175204,6.78285146893178,0.6931471805599453,0.0009995003330835331,0.0009995003330835331,6.398594934535208,0.0009995003330835331,0.0009995003330835331
